Rank,Name,Platform,Year,Genre,Publisher,,,,,,,,
21727,A Rat? Quest: The Way Back Home,PC,2020,Action-Adventure,HandyGames,,,,,,,,
21728,A Rat? Quest: The Way Back Home,PS4,2020,Action-Adventure,HandyGames,,,,,,,,
21729,A Rat? Quest: The Way Back Home,XOne,2020,Action-Adventure,HandyGames,,,,,,,,
21730,A Reflex Game: Xhake Shake,PC,2014,Misc,Unknown,,,,,,,,
21731,A Ressha de Gyoukou,NES,1991,Simulation,Pony Canyon,,,,,,,,
21732,A Ressha de Ikou DS: Navigation Pack,DS,2010,Simulation,ArtDink,,,,,,,,
21733,A Robots Conundrum,XBL,2009,Action,Microsoft,,,,,,,,
21734,A Shorr Hike,NS,,Adventure,Unknown,,,,,,,,
21735,A Space for the Unbound,NS,,Adventure,Unknown,,,,,,,,
21736,A Space for the Unbound,PC,,Adventure,Unknown,,,,,,,,
21737,A Space for the Unbound,PS4,,Adventure,Unknown,,,,,,,,
21738,A Space for the Unbound,PS5,,Adventure,Unknown,,,,,,,,
21739,A Space for the Unbound,XOne,,Adventure,Unknown,,,,,,,,
21740,A Space for the Unbound,XS,,Adventure,Unknown,,,,,,,,
21741,A Space Shooter for 2 Bucks!,PSN,2010,Shooter,Frima Studio,,,,,,,,
21742,A Topsy Turvy Life: The Turvys Strike Back,DSiW,2010,Shooter,Tecmo Koei,,,,,,,,
21743,A Topsy Turvy Life: Turvy Drops,DSiW,2010,Puzzle,Tecmo Koei,,,,,,,,
21744,A Valley Without Wind,OSX,2012,Action,"Arcen Games, LLC",,,,,,,,
21745,A Valley Without Wind 2,PC,,Action,Unknown,,,,,,,,
21746,A Way Out,PC,2018,Action,Electronic Arts,,,,,,,,
21747,A Winter's Daydream,NS,,Adventure,Unknown,,,,,,,,
21748,A Winter's Daydream,PC,,Adventure,Unknown,,,,,,,,
21749,A Winter's Daydream,PS4,,Adventure,Unknown,,,,,,,,
21750,A Winter's Daydream,PSV,,Adventure,Unknown,,,,,,,,
21751,A Wizard's Lizard,Linux,2014,Role-Playing,"Lost Decade Games, LLC",,,,,,,,
21752,A Wizard's Lizard,OSX,2014,Role-Playing,"Lost Decade Games, LLC",,,,,,,,
21753,A Wizard's Lizard,PC,2014,Role-Playing,"Lost Decade Games, LLC",,,,,,,,
21754,A Wizard's Odyssey,XBL,2009,Action,Microsoft,,,,,,,,
21755,A World of Keflings,WiiU,,Simulation,Unknown,,,,,,,,
21756,A World of Keflings,XBL,2010,Simulation,NinjaBee,,,,,,,,
21757,A World of Keflings: It Came From Outer Space,XBL,2011,Strategy,NinjaBee,,,,,,,,
21758,A.I.M.,PC,2004,Role-Playing,1C Company,,,,,,,,
21759,A.I.M. 2: Clan Wars,PC,2008,Role-Playing,1C Company,,,,,,,,
21760,A.I.M. Racing,PC,2007,Racing,1C Company,,,,,,,,
21761,A.I.R. Play,XBL,2009,Sports,Microsoft,,,,,,,,
21762,A.III: A Ressha de Gyoukou 3,PCE,1993,Simulation,ArtDink,,,,,,,,
21763,A.III: A Ressha de Gyoukou 3,VC,2007,Simulation,ArtDink,,,,,,,,
21764,A.N.N.E,PC,2015,Misc,gamesbymo,,,,,,,,
21765,A.P.B.,Lynx,1991,Action,Atari,,,,,,,,
21766,A.R.E.S. Extinction Agenda EX,XBL,,Platform,Unknown,,,,,,,,
21767,A.S.P. Air Strike Patrol,SNES,1994,Simulation,Seta Corporation,,,,,,,,
21768,A/X-101,SCD,1994,Action,Absolute Entertainment,,,,,,,,
21769,A-10 Cuba!,Mob,1996,Misc,Activision,,,,,,,,
21770,A-10 Cuba!,OSX,1996,Simulation,Activision,,,,,,,,
21771,A-10 Cuba!,PC,1996,Simulation,Activision,,,,,,,,
21772,A-10 Tank Killer,PC,1989,Strategy,Dynamix,,,,,,,,
21773,A2 racer,PC,1996,Racing,Davilex,,,,,,,,
21774,A2 Racer 2,PC,1998,Racing,Davilex,,,,,,,,
21775,A2 Racer 3,PC,2000,Racing,Davilex,,,,,,,,
21776,A2 Racer II,PS,1998,Racing,Davilex,,,,,,,,
21777,A2 Racer III: Europa Tour,PS,2002,Racing,Davilex,,,,,,,,
21778,A340 500/600,PC,2006,Simulation,Just Flight,,,,,,,,
21779,A5: A Ressha de Ikou 5,PS,1997,Strategy,ArtDink,,,,,,,,
21780,Aa Harimadana,GEN,1993,Sports,Sega,,,,,,,,
21781,Aa Harimanada,GB,1993,Fighting,ASK,,,,,,,,
21782,Aa Harimanada,GEN,1993,Fighting,Sega,,,,,,,,
21783,Aa Harimanada,GG,1993,Fighting,Sega,,,,,,,,
21784,AAA: El Videojuego,DS,,Fighting,Unknown,,,,,,,,
21785,AAA: El Videojuego,PS3,,Fighting,Unknown,,,,,,,,
21786,AAA: El Videojuego,PSP,,Fighting,Unknown,,,,,,,,
21787,AAA: El Videojuego,Wii,,Fighting,Unknown,,,,,,,,
21788,AAA: El Videojuego,X360,,Fighting,Unknown,,,,,,,,
21789,AaaaaAAaaaAAAaaAAAAaAAAAA!!! A Reckless Disregard for Gravity,PC,2009,Sports,Dejobaan Games,,,,,,,,
21790,AAAHH!!! Real Monsters,GEN,1995,Platform,Viacom,,,,,,,,
21791,AAAHH!!! Real Monsters,SNES,1995,Platform,Viacom,,,,,,,,
21792,Aaargh,PC,1988,Action,Arcadia Systems,,,,,,,,
21793,Aaargh!,PC,1988,Action,Arcadia Systems,,,,,,,,
21794,Aabs Animals,PS3,,Simulation,Unknown,,,,,,,,
21795,Aabs Animals,PSV,,Simulation,Unknown,,,,,,,,
21796,Aah Impossible Rescue,XBL,2010,Action,Microsoft,,,,,,,,
21797,Aahh! Spot the Difference,3DS,2012,Misc,Gamelion Studios,,,,,,,,
21798,Aahh! Spot the Difference,DSi,2012,Misc,Gamelion Studios,,,,,,,,
21799,Aa-ojousama!,PC,2007,Adventure,Unknown,,,,,,,,
21800,Aardvark,XBL,2009,Misc,Microsoft,,,,,,,,
21801,Aargon Deluxe,PC,2001,Puzzle,Unknown,,,,,,,,
21802,Aaron vs. Ruth,PC,1997,Sports,Mindscape,,,,,,,,
21803,Aaron's Ping-Pong,XBL,2008,Misc,Microsoft,,,,,,,,
21804,Aaru's Awakening,Linux,2013,Action,Unknown,,,,,,,,
21805,Aaru's Awakening,OSX,2013,Action,Unknown,,,,,,,,
21806,Aaru's Awakening,PC,2013,Action,Unknown,,,,,,,,
21807,Aaru's Awakening,PS3,2014,Action,Unknown,,,,,,,,
21808,Aaru's Awakening,PS4,2014,Action,Unknown,,,,,,,,
21809,Abaddon: Retribution,XBL,2010,Shooter,Microsoft,,,,,,,,
21810,Abadox: The Deadly Inner War,NES,1990,Shooter,Milton Bradley,,,,,,,,
21811,AbalaBurn,PS,1998,Action,Takara,,,,,,,,
21812,Aban Hawkins & the 1000 SPIKES,XBL,2011,Action,Microsoft,,,,,,,,
21813,Aban Hawkins & the 1001 Spikes,3DS,2014,Misc,Nicalis,,,,,,,,
21814,Aban Hawkins & the 1001 Spikes,PC,2014,Misc,Nicalis,,,,,,,,
21815,Aban Hawkins & the 1001 Spikes,PS4,2014,Misc,Nicalis,,,,,,,,
21816,Aban Hawkins & the 1001 Spikes,PSV,2014,Misc,Nicalis,,,,,,,,
21817,Aban Hawkins & the 1001 Spikes,X360,2011,Misc,8bits fanatics,,,,,,,,
21818,Abandoned Places: A Time for Heroes,PC,1992,Role-Playing,Unknown,,,,,,,,
21819,Abandoner,PC,2004,Adventure,Unknown,,,,,,,,
21820,abc,3DS,,Adventure,Unknown,,,,,,,,
21821,ABC Island,PC,2008,Puzzle,Unknown,,,,,,,,
21822,ABC Monday Night Football,PC,,Sports,Unknown,,,,,,,,
21823,ABC Monday Night Football '98,PC,1997,Sports,Unknown,,,,,,,,
21824,ABC Sports Indy Racing,PC,1997,Racing,Unknown,,,,,,,,
21825,ABC's Monday Night Football,SNES,1993,Sports,Data East,,,,,,,,
21826,ABC's Wide World of Sport Boxing,PC,1991,Sports,Data East,,,,,,,,
21827,Abduction Action!,XBL,2010,Action,Unknown,,,,,,,,
21828,Abronium Party,XBL,2009,Action,Microsoft,,,,,,,,
21829,Absolute Baseball,DSiW,2011,Sports,Tasuke,,,,,,,,
21830,Absolute BrickBuster,DSiW,2010,Puzzle,Tasuke,,,,,,,,
21831,Absolute Chess,DSiW,2010,Misc,Tasuke,,,,,,,,
